"Activity","StartWeek","StartDay","StartDate","StartTime","EndDay","EndDate","EndTime","Duration","StaffMember","Room","StudentSets","Department","Size"
"project","45","Wed","2018-11-07","10:15","Wed","2018-11-07","12:45","2:30","MJA","A129 (0)","2GA2","","0"
"project","45","Wed","2018-11-07","10:15","Wed","2018-11-07","12:45","2:30","RBA, XGVAC2","A127 (0)","2GD1","","0"
"project","45","Wed","2018-11-07","10:15","Wed","2018-11-07","12:45","2:30","BHN, XGVAC2","A130 (0)","2GD2","","0"
"bapo","45","Wed","2018-11-07","10:15","Wed","2018-11-07","14:45","4:30","DWO","","","","0"
"taken","45","Wed","2018-11-07","10:15","Wed","2018-11-07","14:45","4:30","RBR","","","","0"
"ned","45","Wed","2018-11-07","10:45","Wed","2018-11-07","11:45","1:00","LMU","A208 (0)","1MM2","","0"
"vervang","45","Wed","2018-11-07","10:45","Wed","2018-11-07","11:45","1:00","JBO","","DTP-PM","","0"
"eng","45","Wed","2018-11-07","10:45","Wed","2018-11-07","12:15","1:30","HBE","A224 (0)","3GD1","","0"
"k0072","45","Wed","2018-11-07","10:45","Wed","2018-11-07","12:45","2:00","SLO","A225 (0)","1GA2","","0"
"eng","45","Wed","2018-11-07","11:15","Wed","2018-11-07","12:45","1:30","YWI","B114 (0)","1GD1","","0"
"pauze","45","Wed","2018-11-07","11:45","Wed","2018-11-07","12:15","0:30","JBO","","","","0"
"gamedes","45","Wed","2018-11-07","11:45","Wed","2018-11-07","12:45","1:00","JWO","B115 (0)","1GD2","","0"
"k0901","45","Wed","2018-11-07","11:45","Wed","2018-11-07","12:45","1:00","ATE","A223 (0)","3GA2","","0"
"ned","45","Wed","2018-11-07","11:45","Wed","2018-11-07","12:45","1:00","LMU","A208 (0)","1COM1","","0"
"rek","45","Wed","2018-11-07","11:45","Wed","2018-11-07","12:45","1:00","HAL","B116 (0)","1GA1","","0"
"pauze","45","Wed","2018-11-07","12:45","Wed","2018-11-07","13:15","0:30","AHA, ATE, BHN, CSP, HAL, JWO, LEN, LKR, LMU, MJA, RBA, SLO, SSC, WRO, XGVAC2, YWI","","GA-GD","","0"
"taken","45","Wed","2018-11-07","12:45","Wed","2018-11-07","14:45","2:00","CPE","","","","0"
"eng","45","Wed","2018-11-07","13:15","Wed","2018-11-07","14:15","1:00","YWI","A211 (0)","1MM2","","0"
"gamedes","45","Wed","2018-11-07","13:15","Wed","2018-11-07","14:15","1:00","JWO","B115 (0)","1GD2","","0"
"k0901","45","Wed","2018-11-07","13:15","Wed","2018-11-07","14:15","1:00","ATE","A223 (0)","3GA2","","0"
"ned","45","Wed","2018-11-07","13:15","Wed","2018-11-07","14:15","1:00","LMU","A208 (0)","2MM3","","0"
"project","45","Wed","2018-11-07","13:15","Wed","2018-11-07","14:15","1:00","MJA","A225 (0)","1GA1","","0"
"project","45","Wed","2018-11-07","13:15","Wed","2018-11-07","14:15","1:00","SLO","A224 (0)","1GA2","","0"
"rek","45","Wed","2018-11-07","13:15","Wed","2018-11-07","14:15","1:00","HAL","B116 (0)","2GA2","","0"
"slb","45","Wed","2018-11-07","13:15","Wed","2018-11-07","14:15","1:00","RBA","A127 (0)","2GD1","","0"
"eng","45","Wed","2018-11-07","13:15","Wed","2018-11-07","14:45","1:30","HBE","A130 (0)","2GA1","","0"
"gameplay","45","Wed","2018-11-07","13:15","Wed","2018-11-07","14:45","1:30","LKR","A128 (0)","1GD1","","0"
"rek","45","Wed","2018-11-07","13:15","Wed","2018-11-07","14:45","1:30","JBO","B114 (0)","2GD2","","0"
"eng","45","Wed","2018-11-07","14:15","Wed","2018-11-07","14:45","0:30","YWI","A210 (0)","1MM1","","0"
"gametech","45","Wed","2018-11-07","14:15","Wed","2018-11-07","14:45","0:30","BHN","A223 (0)","2GA2","","0"
"k0072","45","Wed","2018-11-07","14:15","Wed","2018-11-07","14:45","0:30","MJA","A225 (0)","1GA1","","0"
"k0072","45","Wed","2018-11-07","14:15","Wed","2018-11-07","14:45","0:30","SLO","A224 (0)","1GA2","","0"
"ned","45","Wed","2018-11-07","14:15","Wed","2018-11-07","14:45","0:30","LMU","A208 (0)","2MM2","","0"
"rek","45","Wed","2018-11-07","14:15","Wed","2018-11-07","14:45","0:30","HAL","B116 (0)","1GD2","","0"
"stage","45","Wed","2018-11-07","14:15","Wed","2018-11-07","14:45","0:30","RBA","","","","0"
"eng","45","Wed","2018-11-07","15:00","Wed","2018-11-07","15:30","0:30","YWI","A210 (0)","1MM1","","0"
"gameplay","45","Wed","2018-11-07","15:00","Wed","2018-11-07","15:30","0:30","LKR","A128 (0)","1GD1","","0"
"ned","45","Wed","2018-11-07","15:00","Wed","2018-11-07","15:30","0:30","LMU","A208 (0)","2MM2","","0"
"rek","45","Wed","2018-11-07","15:00","Wed","2018-11-07","15:30","0:30","JBO","B114 (0)","2GD2","","0"
"rek","45","Wed","2018-11-07","15:00","Wed","2018-11-07","15:30","0:30","HAL","B116 (0)","1GD2","","0"
"gametech","45","Wed","2018-11-07","15:00","Wed","2018-11-07","16:30","1:30","BHN","A223 (0)","2GA2","","0"
"k0072","45","Wed","2018-11-07","15:00","Wed","2018-11-07","16:30","1:30","MJA","A225 (0)","1GA1","","0"
"k0072","45","Wed","2018-11-07","15:00","Wed","2018-11-07","16:30","1:30","SLO","A224 (0)","1GA2","","0"
"stage","45","Wed","2018-11-07","15:00","Wed","2018-11-07","16:30","1:30","RBA","","","","0"
"bapo","45","Wed","2018-11-07","15:00","Wed","2018-11-07","17:00","2:00","DWO","","","","0"
"taken","45","Wed","2018-11-07","15:00","Wed","2018-11-07","17:00","2:00","CPE","","","","0"
"taken","45","Wed","2018-11-07","15:00","Wed","2018-11-07","17:00","2:00","RBR","","","","0"
"k0072","45","Wed","2018-11-07","15:30","Wed","2018-11-07","16:30","1:00","HBE","A127 (0)","1GD2","","0"
"slb","45","Wed","2018-11-07","15:30","Wed","2018-11-07","16:30","1:00","LKR","B116 (0)","2GD2","","0"
"rek","45","Thu","2018-11-08","08:30","Thu","2018-11-08","09:30","1:00","HAL","B116 (0)","1GD2","","0"
"slb","45","Thu","2018-11-08","08:30","Thu","2018-11-08","09:30","1:00","LMU","A130 (0)","2GA1","","0"
"2d","45","Thu","2018-11-08","08:30","Thu","2018-11-08","10:00","1:30","MRE","A224 (0)","2GA2","","0"
"2d","45","Thu","2018-11-08","08:30","Thu","2018-11-08","10:00","1:30","LEN","A127 (0)","1GA2","","0"
"bapo","45","Thu","2018-11-08","08:30","Thu","2018-11-08","10:00","1:30","CSP","","","","0"
"k0072","45","Thu","2018-11-08","08:30","Thu","2018-11-08","10:00","1:30","CPE","A225 (0)","1GD1","","0"
"studie","45","Thu","2018-11-08","08:30","Thu","2018-11-08","10:00","1:30","ATE","","","","0"
"to","45","Thu","2018-11-08","08:30","Thu","2018-11-08","10:00","1:30","ABR, AKA, ASP, CHA, DOO, FTA, JAR, JBO, JDE, JMA, JZW, MBU, MKA, RHA, RNO, SHE, VST, WHO","","DTP-PM","","0"
"program","45","Thu","2018-11-08","09:30","Thu","2018-11-08","10:00","0:30","RBR","A129 (0)","1GD2","","0"
"rek","45","Thu","2018-11-08","09:30","Thu","2018-11-08","10:00","0:30","HAL","B116 (0)","2GA1","","0"
"k0072","45","Thu","2018-11-08","10:15","Thu","2018-11-08","10:45","0:30","CPE","A225 (0)","1GD1","","0"
"rek","45","Thu","2018-11-08","10:15","Thu","2018-11-08","10:45","0:30","HAL","B116 (0)","2GA1","","0"
"2d","45","Thu","2018-11-08","10:15","Thu","2018-11-08","11:45","1:30","MRE","A224 (0)","2GA2","","0"
"2d","45","Thu","2018-11-08","10:15","Thu","2018-11-08","11:45","1:30","LEN","A127 (0)","1GA2","","0"
"beg kd","45","Thu","2018-11-08","10:15","Thu","2018-11-08","11:45","1:30","JBO","A112 (0)","2DP2","","0"
"ned","45","Thu","2018-11-08","10:15","Thu","2018-11-08","11:45","1:30","LMU","A130 (0)","3GD1","","0"
"bapo","45","Thu","2018-11-08","10:15","Thu","2018-11-08","12:45","2:30","CSP","","","","0"
"program","45","Thu","2018-11-08","10:15","Thu","2018-11-08","12:45","2:30","RBR","A129 (0)","1GD2","","0"
"studie","45","Thu","2018-11-08","10:15","Thu","2018-11-08","14:45","4:30","ATE","","","","0"
"3d","45","Thu","2018-11-08","10:45","Thu","2018-11-08","12:45","2:00","CPE","A225 (0)","2GA1","","0"
"vormg","45","Thu","2018-11-08","10:45","Thu","2018-11-08","12:45","2:00","SRI","A223 (0)","1GA1","","0"
"rek","45","Thu","2018-11-08","11:15","Thu","2018-11-08","12:15","1:00","HAL","B116 (0)","1GD1","","0"
"ned","45","Thu","2018-11-08","11:15","Thu","2018-11-08","12:45","1:30","MVE","B115 (0)","3GA1","","0"
"pauze","45","Thu","2018-11-08","11:45","Thu","2018-11-08","12:15","0:30","ABR, AKA, ASP, CHA, DOO, FTA, JAR, JBO, JDE, JZW, MBU, RHA, RNO, SHE, VST, WHO","","DTP-PM","","0"
"ned","45","Thu","2018-11-08","11:45","Thu","2018-11-08","12:45","1:00","LMU","A130 (0)","2GD1","","0"
"slb","45","Thu","2018-11-08","11:45","Thu","2018-11-08","12:45","1:00","DWO","A127 (0)","2GA2","","0"
"slb","45","Thu","2018-11-08","11:45","Thu","2018-11-08","12:45","1:00","JBO","A112 (0)","2DP2","","0"
"pauze","45","Thu","2018-11-08","12:15","Thu","2018-11-08","12:45","0:30","MKU","","","","0"
"bapo","45","Thu","2018-11-08","12:15","Thu","2018-11-08","14:45","2:30","MRE","","","","0"
"pauze","45","Thu","2018-11-08","12:45","Thu","2018-11-08","13:15","0:30","CPE","","","","0"
"pauze","45","Thu","2018-11-08","12:45","Thu","2018-11-08","13:15","0:30","HAL","","","","0"
"pauze","45","Thu","2018-11-08","12:45","Thu","2018-11-08","13:15","0:30","MVE","","","","0"
"pauze","45","Thu","2018-11-08","12:45","Thu","2018-11-08","13:15","0:30","RBR","","","","0"
"pauze","45","Thu","2018-11-08","12:45","Thu","2018-11-08","13:15","0:30","LEN","","","","0"
"pauze","45","Thu","2018-11-08","12:45","Thu","2018-11-08","13:15","0:30","LMU","","","","0"
"pauze","45","Thu","2018-11-08","12:45","Thu","2018-11-08","13:15","0:30","SRI","","","","0"
"project","45","Thu","2018-11-08","12:45","Thu","2018-11-08","14:15","1:30","MKU","W204 (0)","1MD2","","0"
"or verg","45","Thu","2018-11-08","12:45","Thu","2018-11-08","14:45","2:00","DWO, HGR, KSC, PDR","","","","0"
"stage","45","Thu","2018-11-08","12:45","Thu","2018-11-08","14:45","2:00","JBO","","","","0"
"ned","45","Thu","2018-11-08","13:15","Thu","2018-11-08","14:15","1:00","LMU","A130 (0)","2GD1","","0"
"vormg","45","Thu","2018-11-08","13:15","Thu","2018-11-08","14:15","1:00","SRI","A223 (0)","1GA1","","0"
"engine","45","Thu","2018-11-08","13:15","Thu","2018-11-08","14:45","1:30","RBR","A129 (0)","1GD1","","0"
"ned","45","Thu","2018-11-08","13:15","Thu","2018-11-08","14:45","1:30","MVE","B115 (0)","1GD2","","0"
"rek","45","Thu","2018-11-08","13:15","Thu","2018-11-08","14:45","1:30","HAL","B116 (0)","3GA1","","0"
"vormg","45","Thu","2018-11-08","13:15","Thu","2018-11-08","14:45","1:30","LEN","A127 (0)","2GA2","","0"
"examen","45","Thu","2018-11-08","14:15","Thu","2018-11-08","14:45","0:30","LMU","","","","0"
"gamedes","45","Thu","2018-11-08","14:15","Thu","2018-11-08","14:45","0:30","SRI","A223 (0)","2GD1","","0"
"k0072","45","Thu","2018-11-08","14:15","Thu","2018-11-08","14:45","0:30","MKU","W204 (0)","1MD2","","0"
"engine","45","Thu","2018-11-08","15:00","Thu","2018-11-08","15:30","0:30","RBR","A129 (0)","1GD1","","0"
"vormg","45","Thu","2018-11-08","15:00","Thu","2018-11-08","15:30","0:30","LEN","A127 (0)","2GA2","","0"
"examen","45","Thu","2018-11-08","15:00","Thu","2018-11-08","16:30","1:30","LMU","","","","0"
"gamedes","45","Thu","2018-11-08","15:00","Thu","2018-11-08","16:30","1:30","SRI","A223 (0)","2GD1","","0"
"k0072","45","Thu","2018-11-08","15:00","Thu","2018-11-08","16:30","1:30","MKU","W204 (0)","1MD2","","0"
"bapo","45","Thu","2018-11-08","15:00","Thu","2018-11-08","17:00","2:00","MRE","","","","0"
"or verg","45","Thu","2018-11-08","15:00","Thu","2018-11-08","17:00","2:00","DWO, HGR, KSC, PDR","","","","0"
"stage","45","Thu","2018-11-08","15:00","Thu","2018-11-08","17:00","2:00","JBO","","","","0"
"studie","45","Thu","2018-11-08","15:00","Thu","2018-11-08","17:00","2:00","ATE","","","","0"
"2d","45","Fri","2018-11-09","08:30","Fri","2018-11-09","10:00","1:30","LEN","A130 (0)","1GD1","","0"
"bapo","45","Fri","2018-11-09","08:30","Fri","2018-11-09","10:00","1:30","MVE","","","","0"
"k0497","45","Fri","2018-11-09","08:30","Fri","2018-11-09","10:00","1:30","MKU","W005 (0)","K0497-3I1","","0"
"k0505","45","Fri","2018-11-09","08:30","Fri","2018-11-09","10:00","1:30","SLO","A225 (0)","K0505-3G1","","0"
"k0728","45","Fri","2018-11-09","08:30","Fri","2018-11-09","10:00","1:30","CPE","A224 (0)","K0728-3G1","","0"
"k0901","45","Fri","2018-11-09","08:30","Fri","2018-11-09","10:00","1:30","SRI","A129 (0)","2GA1","","0"
"program","45","Fri","2018-11-09","08:30","Fri","2018-11-09","10:00","1:30","RBA","A223 (0)","2GD2","","0"
"stage","45","Fri","2018-11-09","08:30","Fri","2018-11-09","10:00","1:30","MRE","","","","0"
"eng","45","Fri","2018-11-09","09:30","Fri","2018-11-09","10:00","0:30","YWI","B114 (0)","1GA1","","0"
"2d","45","Fri","2018-11-09","10:15","Fri","2018-11-09","10:45","0:30","LEN","A130 (0)","1GD1","","0"
"k0497","45","Fri","2018-11-09","10:15","Fri","2018-11-09","10:45","0:30","MKU","W005 (0)","K0497-3I1","","0"
"k0901","45","Fri","2018-11-09","10:15","Fri","2018-11-09","10:45","0:30","SRI","A129 (0)","2GA1","","0"
"eng","45","Fri","2018-11-09","10:15","Fri","2018-11-09","11:15","1:00","YWI","B114 (0)","1GA1","","0"
"program","45","Fri","2018-11-09","10:15","Fri","2018-11-09","12:15","2:00","RBA","A223 (0)","2GD2","","0"
"k0505","45","Fri","2018-11-09","10:15","Fri","2018-11-09","12:45","2:30","SLO","A225 (0)","K0505-3G1","","0"
"k0728","45","Fri","2018-11-09","10:15","Fri","2018-11-09","12:45","2:30","CPE","A224 (0)","K0728-3G1","","0"
"bapo","45","Fri","2018-11-09","10:15","Fri","2018-11-09","13:15","3:00","MVE","","","","0"
"stage","45","Fri","2018-11-09","10:15","Fri","2018-11-09","14:45","4:30","MRE","","","","0"
"rek","45","Fri","2018-11-09","10:45","Fri","2018-11-09","11:45","1:00","HAL","B116 (0)","1GD1","","0"
"engine","45","Fri","2018-11-09","10:45","Fri","2018-11-09","12:45","2:00","RBR","A130 (0)","1GD2","","0"
"gameaudio","45","Fri","2018-11-09","10:45","Fri","2018-11-09","12:45","2:00","MME","A127 (0)","2GA1","","0"
"k0072","45","Fri","2018-11-09","10:45","Fri","2018-11-09","12:45","2:00","MKU","W101 (0)","1MD2","","0"
"burger","45","Fri","2018-11-09","11:15","Fri","2018-11-09","12:45","1:30","DWO","A129 (0)","1GA1","","0"
"eng","45","Fri","2018-11-09","11:15","Fri","2018-11-09","12:45","1:30","YWI","B114 (0)","2GA2","","0"
"rek","45","Fri","2018-11-09","11:45","Fri","2018-11-09","12:45","1:00","HAL","B116 (0)","1GA2","","0"
"pauze","45","Fri","2018-11-09","12:15","Fri","2018-11-09","12:45","0:30","RBA","","","","0"
"pauze","45","Fri","2018-11-09","12:45","Fri","2018-11-09","13:15","0:30","AHA, DWO, HAL, LCA, LEN, MJA, MKU, MME, RBR, SLO, SRI, WRO, XGVAC2, YWI","","GA-GD","","0"
"program","45","Fri","2018-11-09","12:45","Fri","2018-11-09","14:45","2:00","RBA","A223 (0)","2GD1","","0"
"taken","45","Fri","2018-11-09","12:45","Fri","2018-11-09","14:45","2:00","CPE","","","","0"
"eng","45","Fri","2018-11-09","13:15","Fri","2018-11-09","14:15","1:00","YWI","A207 (0)","1MM1","","0"
"2d/3d","45","Fri","2018-11-09","13:15","Fri","2018-11-09","14:45","1:30","LEN, MJA","A130 (0), A224 (0)","3GA1, 3GA2","","0"
"3d","45","Fri","2018-11-09","13:15","Fri","2018-11-09","14:45","1:30","SLO","A225 (0)","1GA2","","0"
"burger","45","Fri","2018-11-09","13:15","Fri","2018-11-09","14:45","1:30","DWO","A129 (0)","1GD2","","0"
"gameaudio","45","Fri","2018-11-09","13:15","Fri","2018-11-09","14:45","1:30","MME","A127 (0)","2GA2","","0"
"gamedes","45","Fri","2018-11-09","13:15","Fri","2018-11-09","14:45","1:30","SRI","B115 (0)","2GD2","","0"
"ned","45","Fri","2018-11-09","13:15","Fri","2018-11-09","14:45","1:30","MVE","B116 (0)","1GA1","","0"
"project","45","Fri","2018-11-09","13:15","Fri","2018-11-09","14:45","1:30","MKU","W101 (0)","1MD2","","0"
"gameaudio","45","Fri","2018-11-09","15:00","Fri","2018-11-09","15:30","0:30","MME","A127 (0)","2GA2","","0"
"gamedes","45","Fri","2018-11-09","15:00","Fri","2018-11-09","15:30","0:30","SRI","B115 (0)","2GD2","","0"
"2d/3d","45","Fri","2018-11-09","15:00","Fri","2018-11-09","16:00","1:00","LEN, MJA","A130 (0), A224 (0)","3GA1, 3GA2","","0"
"3d","45","Fri","2018-11-09","15:00","Fri","2018-11-09","16:30","1:30","SLO","A225 (0)","1GA2","","0"
"program","45","Fri","2018-11-09","15:00","Fri","2018-11-09","16:30","1:30","RBA","A223 (0)","2GD1","","0"
"stage","45","Fri","2018-11-09","15:00","Fri","2018-11-09","17:00","2:00","MRE","","","","0"
"taken","45","Fri","2018-11-09","15:00","Fri","2018-11-09","17:00","2:00","CPE","","","","0"
"slb","45","Fri","2018-11-09","16:00","Fri","2018-11-09","16:30","0:30","MVE","B114 (0)","3GA2","","0"
"ned","46","Mon","2018-11-12","08:30","Mon","2018-11-12","09:30","1:00","LMU","A213 (0)","1MM2","","0"
"rek","46","Mon","2018-11-12","08:30","Mon","2018-11-12","09:30","1:00","HAL","B116 (0)","1GA1","","0"
"2d/3d","46","Mon","2018-11-12","08:30","Mon","2018-11-12","10:00","1:30","LEN, MJA","A130 (0), A223 (0)","3GA1, 3GA2","","0"
"examen","46","Mon","2018-11-12","08:30","Mon","2018-11-12","10:00","1:30","MVE","","","","0"
"examen","46","Mon","2018-11-12","08:30","Mon","2018-11-12","10:00","1:30","HBE","","","","0"
"gametech","46","Mon","2018-11-12","08:30","Mon","2018-11-12","10:00","1:30","BHN","B115 (0)","2GA1","","0"
"program","46","Mon","2018-11-12","08:30","Mon","2018-11-12","10:00","1:30","RBR","A127 (0)","3GD1","","0"
"rapid","46","Mon","2018-11-12","08:30","Mon","2018-11-12","10:00","1:30","JWO","A224 (0)","1GD1","","0"
"rapid","46","Mon","2018-11-12","08:30","Mon","2018-11-12","10:00","1:30","LKR","A225 (0)","1GD2","","0"
"vormg","46","Mon","2018-11-12","08:30","Mon","2018-11-12","10:00","1:30","SRI","A128 (0)","1GA2","","0"
"eng","46","Mon","2018-11-12","09:00","Mon","2018-11-12","10:00","1:00","YWI","B114 (0)","2GD1","","0"
"3d","46","Mon","2018-11-12","09:30","Mon","2018-11-12","10:00","0:30","SLO","A129 (0)","1GA1","","0"
"rek","46","Mon","2018-11-12","09:30","Mon","2018-11-12","10:00","0:30","JBO","A115 (0)","1DP1","","0"
"2d/3d","46","Mon","2018-11-12","10:15","Mon","2018-11-12","10:45","0:30","LEN, MJA","A130 (0), A223 (0)","3GA1, 3GA2","","0"
"eng","46","Mon","2018-11-12","10:15","Mon","2018-11-12","10:45","0:30","YWI","B114 (0)","2GD1","","0"
"examen","46","Mon","2018-11-12","10:15","Mon","2018-11-12","10:45","0:30","MVE","","","","0"
"examen","46","Mon","2018-11-12","10:15","Mon","2018-11-12","10:45","0:30","HBE","","","","0"
"gametech","46","Mon","2018-11-12","10:15","Mon","2018-11-12","10:45","0:30","BHN","B115 (0)","2GA1","","0"
"rapid","46","Mon","2018-11-12","10:15","Mon","2018-11-12","10:45","0:30","JWO","A224 (0)","1GD1","","0"
"rapid","46","Mon","2018-11-12","10:15","Mon","2018-11-12","10:45","0:30","LKR","A225 (0)","1GD2","","0"
"rek","46","Mon","2018-11-12","10:15","Mon","2018-11-12","11:45","1:30","JBO","A115 (0)","1DP1","","0"
"vormg","46","Mon","2018-11-12","10:15","Mon","2018-11-12","11:45","1:30","SRI","A128 (0)","1GA2","","0"
"3d","46","Mon","2018-11-12","10:15","Mon","2018-11-12","12:45","2:30","SLO","A129 (0)","1GA1","","0"
"program","46","Mon","2018-11-12","10:15","Mon","2018-11-12","12:45","2:30","RBR","A127 (0)","3GD1","","0"
"rek","46","Mon","2018-11-12","10:45","Mon","2018-11-12","11:45","1:00","HAL","B116 (0)","2GA1","","0"
"burger","46","Mon","2018-11-12","10:45","Mon","2018-11-12","12:15","1:30","DWO","B114 (0)","1GD1","","0"
"ond","46","Mon","2018-11-12","10:45","Mon","2018-11-12","12:15","1:30","MKU","B115 (0)","3GA2","","0"
"2d","46","Mon","2018-11-12","10:45","Mon","2018-11-12","12:45","2:00","LEN","A223 (0)","1GD2","","0"
"3d","46","Mon","2018-11-12","10:45","Mon","2018-11-12","12:45","2:00","MJA","A224 (0)","2GD2","","0"
"gameplay","46","Mon","2018-11-12","10:45","Mon","2018-11-12","12:45","2:00","LKR","A225 (0)","2GD1","","0"
"k0901","46","Mon","2018-11-12","10:45","Mon","2018-11-12","12:45","2:00","ATE","A130 (0)","3GA1","","0"
"ned","46","Mon","2018-11-12","11:15","Mon","2018-11-12","12:15","1:00","LMU","A208 (0)","1COM1","","0"
"pauze","46","Mon","2018-11-12","11:45","Mon","2018-11-12","12:15","0:30","ABR, AKA, CHA, DOO, FTA, JBO, JDE, MBU, MKA, NKO, RHA","","DTP-PM","","0"
"eng","46","Mon","2018-11-12","11:45","Mon","2018-11-12","12:45","1:00","YWI","A213 (0)","1MM2","","0"
"k0901","46","Mon","2018-11-12","11:45","Mon","2018-11-12","12:45","1:00","SRI","A128 (0)","2GA2","","0"
"rek","46","Mon","2018-11-12","11:45","Mon","2018-11-12","12:45","1:00","HAL","B116 (0)","1GA2","","0"
"slb","46","Mon","2018-11-12","12:15","Mon","2018-11-12","12:45","0:30","MVE","B115 (0)","3GA2","","0"
"3d","46","Mon","2018-11-12","12:15","Mon","2018-11-12","13:15","1:00","CPE","B114 (0)","2GA1","","0"
"rek","46","Mon","2018-11-12","12:15","Mon","2018-11-12","14:15","2:00","JBO","A115 (0)","1DP2","","0"
"pauze","46","Mon","2018-11-12","12:45","Mon","2018-11-12","13:15","0:30","AHA, ATE, BHN, CSP, DWO, HAL, HBE, JWO, LCA, LEN, LKR, MJA, MKU, MRE, RBA, RBR, SLO, SRI, SSC, XGVAC2, YWI","","GA-GD","","0"
"ned","46","Mon","2018-11-12","12:45","Mon","2018-11-12","14:15","1:30","MVE","B116 (0)","1GD1","","0"
"k0901","46","Mon","2018-11-12","13:15","Mon","2018-11-12","14:15","1:00","SRI","A128 (0)","2GA2","","0"
"ned","46","Mon","2018-11-12","13:15","Mon","2018-11-12","14:15","1:00","LMU","A208 (0)","1MM3","","0"
"vb bpv","46","Mon","2018-11-12","13:15","Mon","2018-11-12","14:15","1:00","RBA","A223 (0)","3GD1","","0"
"vb bpv","46","Mon","2018-11-12","13:15","Mon","2018-11-12","14:15","1:00","MRE","A130 (0)","3GA1","","0"
"eng","46","Mon","2018-11-12","13:15","Mon","2018-11-12","14:45","1:30","YWI","B114 (0)","1GD2","","0"
"gametech","46","Mon","2018-11-12","13:15","Mon","2018-11-12","14:45","1:30","BHN","B115 (0)","1GA2","","0"
"rapid","46","Mon","2018-11-12","13:15","Mon","2018-11-12","14:45","1:30","JWO","A224 (0)","2GD1","","0"
"rapid","46","Mon","2018-11-12","13:15","Mon","2018-11-12","14:45","1:30","LKR","A225 (0)","2GD2","","0"
"vormg","46","Mon","2018-11-12","13:15","Mon","2018-11-12","14:45","1:30","LEN","A127 (0)","2GA1","","0"
"ned","46","Mon","2018-11-12","14:15","Mon","2018-11-12","14:45","0:30","LMU","A208 (0)","2MM3","","0"
"rek","46","Mon","2018-11-12","14:15","Mon","2018-11-12","14:45","0:30","HAL","B116 (0)","2GA2","","0"
"rek","46","Mon","2018-11-12","14:15","Mon","2018-11-12","14:45","0:30","JBO","A109 (0)","2DP1","","0"
"slb","46","Mon","2018-11-12","14:15","Mon","2018-11-12","14:45","0:30","RBR","A223 (0)","3GD1","","0"
"slb","46","Mon","2018-11-12","14:15","Mon","2018-11-12","14:45","0:30","SRI","A128 (0)","3GA1","","0"
"gametech","46","Mon","2018-11-12","15:00","Mon","2018-11-12","15:30","0:30","BHN","B115 (0)","1GA2","","0"
"ned","46","Mon","2018-11-12","15:00","Mon","2018-11-12","15:30","0:30","LMU","A208 (0)","2MM3","","0"
"rapid","46","Mon","2018-11-12","15:00","Mon","2018-11-12","15:30","0:30","JWO","A224 (0)","2GD1","","0"
"rapid","46","Mon","2018-11-12","15:00","Mon","2018-11-12","15:30","0:30","LKR","A225 (0)","2GD2","","0"
"rek","46","Mon","2018-11-12","15:00","Mon","2018-11-12","15:30","0:30","HAL","B116 (0)","2GA2","","0"
"rek","46","Mon","2018-11-12","15:00","Mon","2018-11-12","15:30","0:30","JBO","A109 (0)","2DP1","","0"
"slb","46","Mon","2018-11-12","15:00","Mon","2018-11-12","15:30","0:30","RBR","A223 (0)","3GD1","","0"
"slb","46","Mon","2018-11-12","15:00","Mon","2018-11-12","15:30","0:30","SRI","A128 (0)","3GA1","","0"
"vormg","46","Mon","2018-11-12","15:00","Mon","2018-11-12","15:30","0:30","LEN","A127 (0)","2GA1","","0"
"vervang","46","Mon","2018-11-12","15:30","Mon","2018-11-12","16:30","1:00","JBO","","DTP-PM","","0"
"to","46","Mon","2018-11-12","15:30","Mon","2018-11-12","17:00","1:30","AHA, ATE, BHN, CPE, CSP, DWO, HAL, HBE, JWO, LCA, LEN, LKR, LMU, MJA, MKU, MRE, MVE, RBA, RBR, SLO, SRI, SSC, XGVAC2, YWI","","GA-GD","","0"
"eng","46","Tue","2018-11-13","08:30","Tue","2018-11-13","10:00","1:30","HBE","A223 (0)","2GD2","","0"
"examen","46","Tue","2018-11-13","08:30","Tue","2018-11-13","10:00","1:30","YWI","","","","0"
"gamedes","46","Tue","2018-11-13","08:30","Tue","2018-11-13","10:00","1:30","JWO","A130 (0)","1GA1","","0"
"ned","46","Tue","2018-11-13","08:30","Tue","2018-11-13","10:00","1:30","MVE","B115 (0)","2GA1","","0"
"project","46","Tue","2018-11-13","08:30","Tue","2018-11-13","10:00","1:30","RBR","A127 (0)","3GD1","","0"
"project","46","Tue","2018-11-13","08:30","Tue","2018-11-13","10:00","1:30","CSP","A128 (0)","3GA1","","0"
"project","46","Tue","2018-11-13","08:30","Tue","2018-11-13","10:00","1:30","ATE","A129 (0)","3GA2","","0"
"project","46","Tue","2018-11-13","08:30","Tue","2018-11-13","10:00","1:30","CPE","A224 (0)","1GD1","","0"
"project","46","Tue","2018-11-13","08:30","Tue","2018-11-13","10:00","1:30","RBA","A225 (0)","1GD2","","0"
"sac","46","Tue","2018-11-13","08:30","Tue","2018-11-13","10:00","1:30","DWO","","","","0"
"ond","46","Tue","2018-11-13","09:00","Tue","2018-11-13","10:00","1:00","MKU","B116 (0)","2GA2","","0"
